Battery discharge Test @ 2.5
Time (ms), Voltage (V), Current (A)
1047780, 3.6039, 0.6935
1048288, 3.6038, 0.6935
1048795, 3.6036, 0.6935
1049302, 3.6035, 0.6936
1049820, 3.6034, 0.6936
1050327, 3.6032, 0.6936
1050834, 3.6030, 0.6936
1051341, 3.6029, 0.6937
1051848, 3.6027, 0.6937
1052355, 3.6024, 0.6938
1052862, 3.6023, 0.6938
1053369, 3.6021, 0.6938
1053876, 3.6020, 0.6938
1054383, 3.6018, 0.6939
1054890, 3.6016, 0.6939
1055398, 3.6015, 0.6939
1055905, 3.6013, 0.6939
1056412, 3.6012, 0.6940
1056919, 3.6010, 0.6940
1057426, 3.6009, 0.6940
1057933, 3.6007, 0.6941
1058440, 3.6006, 0.6941
1058947, 3.6005, 0.6941
1059454, 3.6004, 0.6942
1059961, 3.6002, 0.6942
1060468, 3.6000, 0.6942
1060975, 3.5999, 0.6943
1061482, 3.5997, 0.6943
1061989, 3.5995, 0.6943
1062496, 3.5994, 0.6944
1063003, 3.5992, 0.6944
1063510, 3.5990, 0.6944
1064017, 3.5988, 0.6944
1064530, 3.5987, 0.6945
1065037, 3.5986, 0.6945
1065544, 3.5985, 0.6945
1066051, 3.5983, 0.6946
1066558, 3.5982, 0.6946
1067065, 3.5981, 0.6946
1067572, 3.5979, 0.6946
1068079, 3.5977, 0.6947
1068586, 3.5976, 0.6947
1069093, 3.5974, 0.6947
1069600, 3.5973, 0.6947
1070113, 3.5971, 0.6948
1070620, 3.5970, 0.6948
1071127, 3.5968, 0.6948
1071634, 3.5966, 0.6949
1072141, 3.5964, 0.6949
1072648, 3.5964, 0.6949
1073156, 3.5961, 0.6950
1073663, 3.5960, 0.6950
1074170, 3.5958, 0.6950
1074677, 3.5958, 0.6951
1075184, 3.5956, 0.6951
1075702, 3.5954, 0.6951
1076209, 3.5953, 0.6952
1076716, 3.5951, 0.6952
1077223, 3.5949, 0.6952
1077730, 3.5947, 0.6952
1078237, 3.5946, 0.6953
1078744, 3.5943, 0.6953
1079251, 3.5942, 0.6954
1079758, 3.5941, 0.6954
1080265, 3.5939, 0.6954
1080772, 3.5938, 0.6955
1081281, 3.5935, 0.6955
1081789, 3.5934, 0.6955
1082296, 3.5932, 0.6956
1082803, 3.5930, 0.6956
1083310, 3.5929, 0.6956
1083817, 3.5927, 0.6957
1084324, 3.5924, 0.6957
1084831, 3.5923, 0.6957
1085338, 3.5923, 0.6957
1085845, 3.5920, 0.6958
1086352, 3.5919, 0.6958
1086866, 3.5917, 0.6959
1087373, 3.5916, 0.6959
1087880, 3.5915, 0.6959
1088387, 3.5912, 0.6960
1088894, 3.5911, 0.6960
1089401, 3.5910, 0.6960
1089908, 3.5907, 0.6961
1090416, 3.5905, 0.6961
1090923, 3.5905, 0.6961
1091430, 3.5903, 0.6962
1091937, 3.5902, 0.6962
1092451, 3.5899, 0.6962
1092958, 3.5897, 0.6963
1093465, 3.5896, 0.6963
1093972, 3.5893, 0.6963
1094479, 3.5892, 0.6963
1094986, 3.5890, 0.6964
1095493, 3.5887, 0.6964
1096000, 3.5887, 0.6965
1096507, 3.5886, 0.6965
1097014, 3.5883, 0.6965
1097521, 3.5882, 0.6965
1098036, 3.5880, 0.6966
1098543, 3.5878, 0.6966
1099050, 3.5877, 0.6967
1099557, 3.5875, 0.6967
1100064, 3.5873, 0.6967
1100571, 3.5872, 0.6967
1101089, 3.5869, 0.6968
1101596, 3.5869, 0.6968
1102103, 3.5867, 0.6968
1102610, 3.5864, 0.6969
1103117, 3.5863, 0.6969
1103624, 3.5860, 0.6970
1104131, 3.5858, 0.6970
1104638, 3.5857, 0.6970
1105145, 3.5854, 0.6971
1105652, 3.5853, 0.6971
1106159, 3.5852, 0.6972
1106666, 3.5850, 0.6972
1107173, 3.5848, 0.6972
1107680, 3.5846, 0.6972
1108188, 3.5845, 0.6973
1108695, 3.5843, 0.6973
1109206, 3.5840, 0.6974
1109713, 3.5838, 0.6974
1110220, 3.5837, 0.6974
1110727, 3.5834, 0.6975
1111234, 3.5833, 0.6975
1111741, 3.5832, 0.6975
1112248, 3.5830, 0.6976
1112755, 3.5828, 0.6976
1113262, 3.5828, 0.6976
1113769, 3.5825, 0.6977
1114276, 3.5824, 0.6977
1114790, 3.5822, 0.6977
1115298, 3.5820, 0.6977
1115805, 3.5818, 0.6978
1116312, 3.5816, 0.6978
1116819, 3.5814, 0.6979
1117326, 3.5812, 0.6979
1117833, 3.5810, 0.6979
1118340, 3.5808, 0.6980
1118847, 3.5806, 0.6980
1119354, 3.5804, 0.6981
1119861, 3.5803, 0.6981
1120375, 3.5799, 0.6981
1120882, 3.5798, 0.6982
1121389, 3.5797, 0.6982
1121896, 3.5794, 0.6983
1122403, 3.5792, 0.6983
1122910, 3.5791, 0.6983
1123417, 3.5788, 0.6984
1123924, 3.5787, 0.6984
1124431, 3.5785, 0.6984
1124938, 3.5782, 0.6985
1125446, 3.5780, 0.6985
1125960, 3.5778, 0.6986
1126468, 3.5776, 0.6986
1126986, 3.5774, 0.6986
1127493, 3.5772, 0.6987
1128000, 3.5771, 0.6987
1128507, 3.5769, 0.6987
1129014, 3.5768, 0.6988
1129520, 3.5766, 0.6988
1130028, 3.5764, 0.6988
1130535, 3.5762, 0.6989
1131042, 3.5760, 0.6989
1131549, 3.5758, 0.6989
1132056, 3.5756, 0.6990
1132563, 3.5754, 0.6990
1133070, 3.5752, 0.6990
1133577, 3.5750, 0.6991
1134084, 3.5749, 0.6991
1134591, 3.5746, 0.6992
1135098, 3.5745, 0.6992
1135605, 3.5744, 0.6992
1136112, 3.5742, 0.6993
1136619, 3.5739, 0.6993
1137128, 3.5738, 0.6993
1137635, 3.5735, 0.6994
1138142, 3.5733, 0.6994
1138649, 3.5731, 0.6995
1139156, 3.5728, 0.6995
1139663, 3.5727, 0.6996
1140170, 3.5725, 0.6996
1140677, 3.5722, 0.6996
1141184, 3.5721, 0.6997
1141691, 3.5719, 0.6997
1142198, 3.5717, 0.6997
1142711, 3.5715, 0.6998
1143219, 3.5714, 0.6998
1143726, 3.5712, 0.6998
1144233, 3.5710, 0.6999
1144740, 3.5709, 0.6999
1145247, 3.5707, 0.6999
1145754, 3.5704, 0.7000
1146261, 3.5703, 0.7000
1146768, 3.5701, 0.7000
1147275, 3.5698, 0.7001
1147782, 3.5696, 0.7002
1148295, 3.5693, 0.7002
1148802, 3.5691, 0.7002
1149309, 3.5689, 0.7003
1149816, 3.5685, 0.7003
1150323, 3.5684, 0.7004
1150830, 3.5682, 0.7004
1151337, 3.5679, 0.7005
1151844, 3.5677, 0.7005
1152362, 3.5675, 0.7005
1152869, 3.5672, 0.7006
1153376, 3.5671, 0.7006
1153883, 3.5667, 0.7007
1154390, 3.5666, 0.7007
1154897, 3.5664, 0.7008
1155404, 3.5661, 0.7008
1155911, 3.5660, 0.7008
1156418, 3.5658, 0.7009
1156925, 3.5655, 0.7009
1157432, 3.5653, 0.7010
1157939, 3.5651, 0.7010
1158446, 3.5649, 0.7011
1158953, 3.5646, 0.7011
1159460, 3.5643, 0.7012
1159967, 3.5643, 0.7012
1160475, 3.5640, 0.7012
1160982, 3.5638, 0.7013
1161489, 3.5636, 0.7013
1161996, 3.5633, 0.7014
1162503, 3.5631, 0.7014
1163010, 3.5628, 0.7015
1163517, 3.5626, 0.7015
1164024, 3.5624, 0.7015
1164531, 3.5621, 0.7016
1165043, 3.5619, 0.7016
1165550, 3.5617, 0.7017
1166057, 3.5616, 0.7017
1166564, 3.5614, 0.7018
1167071, 3.5611, 0.7018
1167578, 3.5609, 0.7019
1168085, 3.5606, 0.7019
1168592, 3.5604, 0.7020
1169099, 3.5602, 0.7020
1169606, 3.5598, 0.7021
1170113, 3.5596, 0.7021
1170626, 3.5594, 0.7021
1171133, 3.5591, 0.7022
1171640, 3.5589, 0.7022
1172147, 3.5586, 0.7023
1172654, 3.5584, 0.7023
1173161, 3.5582, 0.7024
1173668, 3.5579, 0.7024
1174175, 3.5577, 0.7025
1174682, 3.5575, 0.7025
1175189, 3.5572, 0.7026
1175696, 3.5570, 0.7026
1176208, 3.5568, 0.7027
1176716, 3.5566, 0.7027
1177223, 3.5564, 0.7028
1177731, 3.5561, 0.7028
1178249, 3.5560, 0.7028
1178756, 3.5559, 0.7029
1179263, 3.5555, 0.7029
1179770, 3.5554, 0.7030
1180277, 3.5552, 0.7030
1180784, 3.5548, 0.7031
1181291, 3.5546, 0.7031
1181798, 3.5542, 0.7032
1182305, 3.5540, 0.7032
1182812, 3.5538, 0.7033
1183319, 3.5536, 0.7033
1183826, 3.5533, 0.7034
1184333, 3.5531, 0.7034
1184840, 3.5528, 0.7035
1185347, 3.5525, 0.7035
1185854, 3.5523, 0.7036
1186361, 3.5519, 0.7036
1186868, 3.5518, 0.7037
1187377, 3.5514, 0.7038
1187884, 3.5512, 0.7038
1188391, 3.5509, 0.7038
1188898, 3.5507, 0.7039
1189405, 3.5505, 0.7039
1189912, 3.5502, 0.7040
1190419, 3.5500, 0.7040
1190926, 3.5498, 0.7041
1191433, 3.5496, 0.7041
1191940, 3.5494, 0.7042
1192447, 3.5491, 0.7042
1192960, 3.5488, 0.7043
1193467, 3.5485, 0.7043
1193974, 3.5483, 0.7044
1194481, 3.5479, 0.7044
1194988, 3.5477, 0.7045
1195496, 3.5474, 0.7045
1196003, 3.5471, 0.7046
1196510, 3.5468, 0.7047
1197017, 3.5466, 0.7047
1197524, 3.5463, 0.7048
1198031, 3.5460, 0.7048
1198545, 3.5458, 0.7049
1199052, 3.5455, 0.7049
1199559, 3.5453, 0.7050
1200065, 3.5450, 0.7050
1200573, 3.5448, 0.7051
1201080, 3.5447, 0.7051
1201587, 3.5443, 0.7052
1202094, 3.5441, 0.7052
1202601, 3.5440, 0.7052
1203108, 3.5436, 0.7053
1203626, 3.5434, 0.7053
1204133, 3.5430, 0.7054
1204639, 3.5429, 0.7054
1205147, 3.5426, 0.7055
1205654, 3.5423, 0.7055
1206161, 3.5421, 0.7056
1206668, 3.5419, 0.7056
1207175, 3.5416, 0.7057
1207682, 3.5414, 0.7057
1208189, 3.5411, 0.7058
1208696, 3.5407, 0.7059
1209203, 3.5406, 0.7059
1209711, 3.5402, 0.7060
1210218, 3.5400, 0.7060
1210725, 3.5397, 0.7061
1211232, 3.5394, 0.7061
1211739, 3.5391, 0.7062
1212246, 3.5388, 0.7062
1212754, 3.5385, 0.7063
1213261, 3.5382, 0.7064
1213768, 3.5380, 0.7064
1214275, 3.5376, 0.7065
1214782, 3.5373, 0.7065
1215294, 3.5370, 0.7066
1215801, 3.5367, 0.7067
1216308, 3.5364, 0.7067
1216815, 3.5361, 0.7068
1217322, 3.5358, 0.7068
1217829, 3.5356, 0.7069
1218336, 3.5353, 0.7069
1218843, 3.5351, 0.7070
1219350, 3.5348, 0.7070
1219857, 3.5345, 0.7071
1220364, 3.5342, 0.7072
1220877, 3.5337, 0.7072
1221384, 3.5334, 0.7073
1221891, 3.5332, 0.7074
1222398, 3.5328, 0.7074
1222905, 3.5325, 0.7075
1223412, 3.5322, 0.7075
1223919, 3.5318, 0.7076
1224426, 3.5316, 0.7077
1224933, 3.5313, 0.7077
1225440, 3.5310, 0.7078
1225947, 3.5308, 0.7078
1226460, 3.5304, 0.7079
1226967, 3.5302, 0.7080
1227474, 3.5299, 0.7080
1227981, 3.5296, 0.7081
1228488, 3.5293, 0.7081
1228995, 3.5291, 0.7082
1229512, 3.5287, 0.7083
1230019, 3.5285, 0.7083
1230527, 3.5282, 0.7084
1231034, 3.5279, 0.7084
1231541, 3.5276, 0.7085
1232048, 3.5273, 0.7085
1232554, 3.5270, 0.7086
1233062, 3.5268, 0.7086
1233569, 3.5263, 0.7087
1234076, 3.5260, 0.7088
1234583, 3.5257, 0.7088
1235090, 3.5253, 0.7089
1235597, 3.5251, 0.7090
1236104, 3.5248, 0.7090
1236611, 3.5245, 0.7091
1237118, 3.5242, 0.7092
1237628, 3.5239, 0.7092
1238135, 3.5235, 0.7093
1238642, 3.5233, 0.7093
1239149, 3.5229, 0.7094
1239656, 3.5226, 0.7095
1240163, 3.5223, 0.7095
1240670, 3.5220, 0.7096
1241177, 3.5217, 0.7097
1241684, 3.5215, 0.7097
1242191, 3.5210, 0.7098
1242698, 3.5208, 0.7098
1243210, 3.5204, 0.7099
1243717, 3.5201, 0.7100
1244224, 3.5198, 0.7100
1244731, 3.5193, 0.7101
1245238, 3.5191, 0.7102
1245745, 3.5188, 0.7103
1246252, 3.5183, 0.7103
1246759, 3.5180, 0.7104
1247266, 3.5179, 0.7104
1247774, 3.5175, 0.7105
1248281, 3.5173, 0.7106
1248794, 3.5169, 0.7106
1249301, 3.5167, 0.7107
1249808, 3.5163, 0.7107
1250315, 3.5159, 0.7108
1250822, 3.5156, 0.7109
1251329, 3.5152, 0.7110
1251836, 3.5147, 0.7111
1252343, 3.5144, 0.7111
1252850, 3.5142, 0.7112
1253357, 3.5138, 0.7113
1253864, 3.5135, 0.7113
1254377, 3.5131, 0.7114
1254896, 3.5128, 0.7115
1255403, 3.5125, 0.7115
1255910, 3.5120, 0.7116
1256417, 3.5118, 0.7117
1256924, 3.5114, 0.7117
1257431, 3.5111, 0.7118
1257938, 3.5109, 0.7119
1258445, 3.5106, 0.7119
1258952, 3.5103, 0.7120
1259459, 3.5100, 0.7121
1259966, 3.5097, 0.7122
1260473, 3.5093, 0.7122
1260980, 3.5090, 0.7123
1261487, 3.5085, 0.7124
1261994, 3.5083, 0.7124
1262501, 3.5079, 0.7125
1263008, 3.5075, 0.7126
1263515, 3.5072, 0.7126
1264022, 3.5068, 0.7127
1264529, 3.5064, 0.7128
1265036, 3.5061, 0.7129
1265547, 3.5055, 0.7130
1266054, 3.5052, 0.7130
1266561, 3.5049, 0.7131
1267068, 3.5044, 0.7132
1267575, 3.5042, 0.7133
1268082, 3.5038, 0.7133
1268589, 3.5034, 0.7134
1269096, 3.5031, 0.7135
1269603, 3.5027, 0.7136
1270110, 3.5022, 0.7137
1270617, 3.5019, 0.7137
1271132, 3.5013, 0.7138
1271640, 3.5011, 0.7139
1272147, 3.5007, 0.7140
1272654, 3.5002, 0.7140
1273161, 3.5000, 0.7141
1273668, 3.4997, 0.7142
1274175, 3.4992, 0.7143
1274682, 3.4989, 0.7143
1275189, 3.4986, 0.7144
1275696, 3.4983, 0.7145
1276203, 3.4979, 0.7145
1276718, 3.4974, 0.7146
1277224, 3.4972, 0.7147
1277732, 3.4968, 0.7148
1278239, 3.4963, 0.7149
1278746, 3.4960, 0.7149
1279253, 3.4956, 0.7150
1279760, 3.4952, 0.7151
1280267, 3.4948, 0.7152
1280785, 3.4945, 0.7152
1281292, 3.4941, 0.7153
1281799, 3.4937, 0.7154
1282306, 3.4932, 0.7155
1282814, 3.4929, 0.7156
1283321, 3.4925, 0.7156
1283828, 3.4920, 0.7157
1284335, 3.4917, 0.7158
1284842, 3.4914, 0.7159
1285349, 3.4910, 0.7159
1285856, 3.4906, 0.7160
1286363, 3.4904, 0.7161
1286870, 3.4900, 0.7162
1287377, 3.4897, 0.7162
1287890, 3.4892, 0.7163
1288398, 3.4889, 0.7164
1288905, 3.4884, 0.7165
1289412, 3.4878, 0.7166
1289919, 3.4875, 0.7167
1290426, 3.4871, 0.7167
1290933, 3.4865, 0.7169
1291440, 3.4861, 0.7169
1291947, 3.4858, 0.7170
1292454, 3.4853, 0.7171
1292961, 3.4849, 0.7172
1293476, 3.4845, 0.7173
1293983, 3.4841, 0.7173
1294490, 3.4839, 0.7174
1294997, 3.4834, 0.7175
1295504, 3.4831, 0.7175
1296011, 3.4828, 0.7176
1296518, 3.4823, 0.7177
1297025, 3.4819, 0.7178
1297532, 3.4816, 0.7179
1298039, 3.4810, 0.7180
1298546, 3.4806, 0.7181
1299060, 3.4800, 0.7182
1299567, 3.4797, 0.7183
1300074, 3.4793, 0.7183
1300582, 3.4788, 0.7185
1301089, 3.4783, 0.7186
1301596, 3.4780, 0.7186
1302103, 3.4775, 0.7188
1302610, 3.4770, 0.7188
1303117, 3.4767, 0.7189
1303624, 3.4761, 0.7190
1304131, 3.4758, 0.7191
1304646, 3.4752, 0.7192
1305153, 3.4749, 0.7193
1305660, 3.4746, 0.7193
1306178, 3.4740, 0.7195
1306685, 3.4737, 0.7195
1307192, 3.4734, 0.7196
1307699, 3.4728, 0.7197
1308206, 3.4725, 0.7198
1308713, 3.4721, 0.7199
1309220, 3.4715, 0.7200
1309727, 3.4711, 0.7201
1310234, 3.4705, 0.7202
1310741, 3.4702, 0.7203
1311248, 3.4698, 0.7204
1311755, 3.4692, 0.7205
1312262, 3.4689, 0.7205
1312769, 3.4686, 0.7206
1313276, 3.4680, 0.7207
1313783, 3.4676, 0.7208
1314290, 3.4672, 0.7209
1314797, 3.4665, 0.7210
1315304, 3.4661, 0.7211
1315816, 3.4655, 0.7212
1316324, 3.4651, 0.7213
1316831, 3.4646, 0.7214
1317337, 3.4639, 0.7216
1317846, 3.4635, 0.7217
1318353, 3.4632, 0.7217
1318860, 3.4626, 0.7218
1319367, 3.4622, 0.7219
1319874, 3.4618, 0.7220
1320381, 3.4611, 0.7221
1320888, 3.4608, 0.7222
1321400, 3.4601, 0.7223
1321907, 3.4597, 0.7224
1322414, 3.4592, 0.7225
1322921, 3.4585, 0.7226
1323428, 3.4581, 0.7227
1323935, 3.4576, 0.7228
1324442, 3.4569, 0.7230
1324949, 3.4565, 0.7231
1325456, 3.4560, 0.7232
1325963, 3.4552, 0.7233
1326470, 3.4548, 0.7234
1326983, 3.4542, 0.7236
1327491, 3.4538, 0.7236
1327998, 3.4532, 0.7237
1328505, 3.4526, 0.7239
1329012, 3.4522, 0.7240
1329519, 3.4518, 0.7241
1330026, 3.4512, 0.7242
1330533, 3.4508, 0.7243
1331040, 3.4503, 0.7244
1331547, 3.4496, 0.7245
1332065, 3.4493, 0.7246
1332572, 3.4487, 0.7247
1333079, 3.4483, 0.7248
1333586, 3.4478, 0.7249
1334093, 3.4472, 0.7250
1334600, 3.4467, 0.7251
1335108, 3.4462, 0.7252
1335615, 3.4455, 0.7254
1336122, 3.4450, 0.7255
1336629, 3.4446, 0.7256
1337136, 3.4439, 0.7257
1337643, 3.4434, 0.7258
1338151, 3.4428, 0.7260
1338658, 3.4423, 0.7261
1339165, 3.4419, 0.7262
1339672, 3.4412, 0.7263
1340179, 3.4407, 0.7264
1340686, 3.4402, 0.7265
1341193, 3.4396, 0.7266
1341700, 3.4391, 0.7267
1342207, 3.4387, 0.7268
1342714, 3.4379, 0.7270
1343221, 3.4375, 0.7271
1343736, 3.4368, 0.7273
1344243, 3.4363, 0.7274
1344750, 3.4358, 0.7275
1345257, 3.4350, 0.7276
1345764, 3.4346, 0.7277
1346271, 3.4341, 0.7278
1346778, 3.4333, 0.7280
1347285, 3.4328, 0.7281
1347792, 3.4323, 0.7282
1348299, 3.4315, 0.7284
1348806, 3.4311, 0.7285
1349320, 3.4303, 0.7286
1349828, 3.4299, 0.7287
1350335, 3.4294, 0.7288
1350842, 3.4286, 0.7290
1351349, 3.4281, 0.7291
1351856, 3.4276, 0.7292
1352363, 3.4269, 0.7294
1352871, 3.4264, 0.7295
1353378, 3.4258, 0.7296
1353885, 3.4251, 0.7298
1354392, 3.4246, 0.7299
1354905, 3.4238, 0.7300
1355412, 3.4233, 0.7301
1355919, 3.4228, 0.7302
1356426, 3.4220, 0.7304
1356933, 3.4215, 0.7305
1357451, 3.4209, 0.7306
1357958, 3.4202, 0.7308
1358465, 3.4196, 0.7309
1358972, 3.4191, 0.7310
1359479, 3.4182, 0.7312
1359986, 3.4177, 0.7313
1360493, 3.4169, 0.7315
1361000, 3.4163, 0.7316
1361507, 3.4157, 0.7317
1362014, 3.4149, 0.7319
1362521, 3.4144, 0.7320
1363028, 3.4139, 0.7321
1363535, 3.4131, 0.7323
1364042, 3.4125, 0.7324
1364549, 3.4119, 0.7326
1365056, 3.4110, 0.7328
1365563, 3.4104, 0.7329
1366073, 3.4094, 0.7331
1366581, 3.4088, 0.7332
1367088, 3.4082, 0.7334
1367595, 3.4073, 0.7336
1368102, 3.4067, 0.7337
1368609, 3.4062, 0.7338
1369116, 3.4053, 0.7340
1369623, 3.4047, 0.7341
1370131, 3.4041, 0.7343
1370638, 3.4032, 0.7345
1371145, 3.4026, 0.7346
1371659, 3.4015, 0.7348
1372166, 3.4009, 0.7350
1372673, 3.4003, 0.7351
1373180, 3.3992, 0.7353
1373687, 3.3986, 0.7354
1374194, 3.3980, 0.7356
1374701, 3.3972, 0.7358
1375208, 3.3965, 0.7359
1375715, 3.3959, 0.7360
1376222, 3.3950, 0.7362
1376729, 3.3943, 0.7364
1377244, 3.3934, 0.7366
1377751, 3.3928, 0.7367
1378258, 3.3921, 0.7368
1378765, 3.3911, 0.7370
1379272, 3.3905, 0.7372
1379779, 3.3898, 0.7373
1380286, 3.3888, 0.7376
1380793, 3.3882, 0.7377
1381300, 3.3875, 0.7378
1381807, 3.3865, 0.7381
1382314, 3.3858, 0.7382
1382830, 3.3848, 0.7384
1383348, 3.3842, 0.7386
1383855, 3.3836, 0.7387
1384362, 3.3825, 0.7389
1384869, 3.3819, 0.7391
1385376, 3.3812, 0.7392
1385883, 3.3801, 0.7394
1386390, 3.3795, 0.7396
1386897, 3.3787, 0.7397
1387404, 3.3776, 0.7399
1387912, 3.3768, 0.7401
1388419, 3.3757, 0.7403
1388926, 3.3750, 0.7405
1389433, 3.3742, 0.7406
1389940, 3.3732, 0.7408
1390447, 3.3724, 0.7410
1390954, 3.3718, 0.7411
1391461, 3.3706, 0.7414
1391968, 3.3698, 0.7415
1392475, 3.3691, 0.7417
1392982, 3.3679, 0.7419
1393489, 3.3672, 0.7421
1394003, 3.3660, 0.7423
1394510, 3.3652, 0.7425
1395017, 3.3644, 0.7427
1395524, 3.3633, 0.7429
1396031, 3.3624, 0.7431
1396538, 3.3617, 0.7432
1397045, 3.3604, 0.7435
1397552, 3.3596, 0.7437
1398059, 3.3588, 0.7438
1398566, 3.3576, 0.7441
1399073, 3.3568, 0.7442
1399588, 3.3556, 0.7445
1400095, 3.3548, 0.7454
1400602, 3.3539, 0.7454
1401109, 3.3527, 0.7454
1401616, 3.3519, 0.7455
1402123, 3.3511, 0.7456
1402630, 3.3498, 0.7458
1403137, 3.3490, 0.7460
1403644, 3.3482, 0.7468
1404151, 3.3470, 0.7469
1404658, 3.3462, 0.7469
1405175, 3.3449, 0.7471
1405683, 3.3440, 0.7472
1406190, 3.3432, 0.7473
1406697, 3.3420, 0.7483
1407204, 3.3410, 0.7484
1407711, 3.3401, 0.7484
1408218, 3.3387, 0.7485
1408736, 3.3379, 0.7486
1409243, 3.3369, 0.7487
1409750, 3.3355, 0.7498
1410257, 3.3346, 0.7498
1410764, 3.3332, 0.7499
1411271, 3.3323, 0.7500
1411778, 3.3313, 0.7501
1412285, 3.3300, 0.7503
1412792, 3.3290, 0.7505
1413299, 3.3281, 0.7513
1413806, 3.3266, 0.7514
1414313, 3.3257, 0.7515
1414820, 3.3248, 0.7516
1415327, 3.3233, 0.7518
1415834, 3.3224, 0.7529
1416341, 3.3208, 0.7529
1416848, 3.3199, 0.7530
1417355, 3.3189, 0.7531
1417862, 3.3135, 0.7532
1418369, 3.3134, 0.7534
1418876, 3.3131, 0.7545
1419383, 3.3126, 0.7545
1419890, 3.3121, 0.7546
1420397, 3.3114, 0.7546
1420904, 3.3102, 0.7548
1421411, 3.3093, 0.7550
1421922, 3.3040, 0.7561
1422429, 3.3039, 0.7562
1422937, 3.3036, 0.7562
1423444, 3.3029, 0.7564
1423951, 3.3023, 0.7565
1424458, 3.3016, 0.7576
1424965, 3.3001, 0.7577
1425472, 3.2957, 0.7577
1425979, 3.2956, 0.7578
1426486, 3.2951, 0.7580
1426993, 3.2945, 0.7591
1427506, 3.2934, 0.7592
1428013, 3.2925, 0.7593
1428520, 3.2874, 0.7594
1429027, 3.2871, 0.7596
1429533, 3.2868, 0.7606
1430041, 3.2862, 0.7607
1430548, 3.2852, 0.7608
1431055, 3.2843, 0.7609
1431562, 3.2789, 0.7611
1432069, 3.2786, 0.7622
1432576, 3.2783, 0.7623
1433083, 3.2778, 0.7624
1433590, 3.2767, 0.7626
1434097, 3.2757, 0.7637
1434613, 3.2702, 0.7638
1435121, 3.2701, 0.7638
1435628, 3.2696, 0.7640
1436135, 3.2689, 0.7652
1436642, 3.2681, 0.7652
1437149, 3.2671, 0.7653
1437656, 3.2616, 0.7655
1438163, 3.2613, 0.7666
1438670, 3.2609, 0.7667
1439177, 3.2600, 0.7668
1439684, 3.2590, 0.7669
1440192, 3.2531, 0.7682
1440699, 3.2529, 0.7682
1441206, 3.2526, 0.7683
1441713, 3.2517, 0.7685
1442220, 3.2510, 0.7686
1442727, 3.2500, 0.7698
1443234, 3.2446, 0.7699
1443741, 3.2442, 0.7700
1444248, 3.2437, 0.7701
1444755, 3.2426, 0.7713
1445262, 3.2416, 0.7714
1445777, 3.2354, 0.7716
1446285, 3.2351, 0.7728
1446792, 3.2347, 0.7728
1447299, 3.2337, 0.7729
1447806, 3.2327, 0.7731
1448313, 3.2267, 0.7743
1448820, 3.2263, 0.7744
1449327, 3.2259, 0.7745
1449834, 3.2252, 0.7746
1450341, 3.2184, 0.7759
1450848, 3.2183, 0.7760
1451363, 3.2178, 0.7762
1451870, 3.2171, 0.7774
1452377, 3.2162, 0.7775
1452884, 3.2099, 0.7777
1453391, 3.2096, 0.7778
1453898, 3.2091, 0.7791
1454405, 3.2081, 0.7792
1454912, 3.2017, 0.7793
1455419, 3.2015, 0.7807
1455926, 3.2009, 0.7808
1456433, 3.2001, 0.7809
1456950, 3.1988, 0.7823
1457458, 3.1924, 0.7823
1457965, 3.1922, 0.7824
1458472, 3.1912, 0.7837
1458979, 3.1904, 0.7838
1459486, 3.1834, 0.7839
1460004, 3.1831, 0.7853
1460511, 3.1826, 0.7853
1461018, 3.1818, 0.7854
1461525, 3.1750, 0.7868
1462032, 3.1748, 0.7869
1462539, 3.1740, 0.7871
1463046, 3.1732, 0.7884
1463553, 3.1667, 0.7885
1464060, 3.1662, 0.7887
1464567, 3.1655, 0.7901
1465074, 3.1648, 0.7901
1465581, 3.1579, 0.7904
1466088, 3.1576, 0.7918
1466595, 3.1569, 0.7919
1467102, 3.1495, 0.7933
1467609, 3.1495, 0.7933
1468122, 3.1487, 0.7935
1468630, 3.1478, 0.7948
1469137, 3.1403, 0.7949
1469644, 3.1399, 0.7964
1470151, 3.1394, 0.7964
1470658, 3.1386, 0.7965
1471165, 3.1314, 0.7979
1471672, 3.1310, 0.7980
1472179, 3.1303, 0.7982
1472686, 3.1230, 0.7997
1473193, 3.1227, 0.7998
1473711, 3.1218, 0.8011
1474218, 3.1209, 0.8012
1474725, 3.1135, 0.8028
1475233, 3.1128, 0.8029
1475740, 3.1120, 0.8043
1476247, 3.1051, 0.8043
1476754, 3.1045, 0.8046
1477261, 3.1038, 0.8061
1477768, 3.0965, 0.8062
